movie_title,original_title,director_name,actor_1_name,actor_2_name,actor_3_name,budget,gross,title_year,release_date,duration,vote_average,vote_count,popularity,genres,country,original_language,overview,tagline,tmdb_id,imdb_id
Turning Mecards W: Resurrection of the Black Mirror,터닝메카드W: 블랙미러의 부활,Hong Heon-pyo,Soyeon,Shin Yong-woo,Yoon Ah-young,1000000,2775228,2017,2017-01-18,72,0.0,0,0.8074,Animation|TV Movie,South Korea,ko,"There is a strange feeling around Earth and Triforce just before the completion of the world's first mechanimal, Disc Cannon. Black Mirror who was thought to be dead, has revived and is seeking revenge. He turns all the mechanimals into Black Mechanimals and starts to destroy the world. The tamers start preparing for the final battle in the most dangerous of times...","The battle between the revived god of evil, Black Mirror and Team Mechanimal over the fate of Earth begins now!",441189,tt6857332
Jericho,Jericho,Emir Skalonja,Mirela Ajdimovski,Tyler Cheman,Brandon Czerwinski,1700,1,2017,2017-09-09,74,0.0,0,0.7786,Action,United States of America,en,"A modern western/noir action film about an ex hitman, Jericho, on a killing spree after witnessing his wife's brutal murder.",He's back to settle one last score,793634,tt7445206
5 in the Afternoon,ساعت ۵ عصر,Mehran Modiri,Siamak Ansari,Amir Jafari,Azade Samadi,15000,50000,2017,2017-07-21,90,4.2,13,0.7461,Drama|Comedy,Iran,fa,"The film follows the story of a man in Tehran, from 7 am to 5 pm, when he must do a job because it is his last chance.",,469123,tt6217564
Ayaal Sassi,അയാള്‍ ശശി,Sajin Baabu,Sreenivasan,Divya Gopinath,S.P. Sreekumar,150000,20000,2017,2017-07-07,127,6.0,1,0.6991,Comedy,India,ml,"Sassi, a self-proclaimed painter in his 60s, tries to make a mark in the society but fails with every attempt. He is soon diagnosed with a terminal illness, following which he moves back to his hometown to spend his last few days. His days turn rather boring and uninteresting until he learns of a newly designed coffin, having all sorts of advanced features in it, and finally, knows how to spend his last days.",,462522,tt6231840
"How Viktor ""The Garlic"" Took Alexey ""The Stud"" to the Nursing Home",Как Витька Чеснок вез Леху Штыря в дом инвалидов,Alexandr Khant,Evgeniy Tkachuk,Aleksey Serebryakov,Andrey Smirnov,441755,95589,2017,2017-10-12,90,7.0,105,0.6699,Drama|Comedy,Russia,ru,"Viktor spends his free time trawling bars with ladies of questionable repute, from where he is picked up by a wife he doesn’t love, the mother of a child they never planned. Viktor himself was abandoned by his own father, his mother then committed suicide, and he was left to grow up in an orphanage. Years later, his errant dad returns, now a disabled felon, and Viktor discovers a timely legacy is in the offing – his father’s apartment. The documentation for securing dad’s move into an old people’s home is signed in a flash. Nevertheless, the only one that can take him is miles away and, what’s more, the invalid starts to recuperate during the journey, which is when their real problems begin.",,466287,tt5837242
Punjab Nahi Jaungi,پنجاب نہِیں جاؤں گی‎,Nadeem Baig,Humayun Saeed,Sohail Ahmed,Mehwish Hayat,490000,1000000,2017,2017-08-31,159,6.9,8,0.6405,Comedy|Romance,Pakistan,ur,A man vows to win the heart of the woman he loves.,I won't go to Pakistan,465134,tt5597198
Selfie,Selfie,Víctor García León,Santi Alverú,Pepe Ocio,Alicia Rubio,11203,230258,2017,2017-06-23,85,5.4,18,0.6305,Comedy,Spain,es,"Bosco is the son of a minister arrested for corruption, misappropriation of public funds, money laundering and a lot more of economic crimes. Selfie is about the story of him since he's kicked out of his luxurious chalet until he tries to get a job at the headquarters of a left-wing political party.",This is Bosco. He's a little worried about his future.,445840,tt6597454
Malapata,Malapata,Diogo Morgado,Rui Unas,Marco Horácio,Luciana Abreu,25000,93039,2017,2017-03-16,82,6.5,5,0.5849,Comedy,Portugal,pt,Two friends who win the lottery have the worst day of their lives with constant bad luck and unexpected turn of events.,,434884,tt6397530
I Am Not Your Negro,I Am Not Your Negro,Raoul Peck,Samuel L. Jackson,JoeyStarr,,1000000,7123919,2017,2017-02-03,93,7.731,491,0.5831,Documentary,Belgium|France,en,"Working from the text of James Baldwin’s unfinished final novel, director Raoul Peck creates a meditation on what it means to be Black in the United States.",,411019,tt5804038
A Special Day,یک روز بخصوص,Homayoun Assadian,Farhad Aslani,Mostafa Zamani,Parinaz Izadyar,150000,60000,2017,2017-08-05,90,4.0,2,0.5794,Drama,Iran,fa,Hamed's sister must have a hearth surgery,,473191,tt6211506
CIA: Comrade In America,CIA: Comrade In America,Amal Neerad,Dulquer Salmaan,Siddique,John Vijay,1400000,3900000,2017,2017-05-05,134,6.015,33,0.5592,Action|Adventure|Romance,India,ml,"A young Aji Mathew is a communist who goes the whole nine yards for the ideologies he believes in. When the girl he loves leaves to the US out of the blue and her parents fix her wedding, Aji is left with just a fortnight to reach the country albeit with no passport or visa. How far he is willing to go for love forms the plot.",How far will you go for love?,439601,tt5925772
Hızlı ve Tüplü,Hızlı ve Tüplü,Necmi Yıldırım,Selahattin Taşdöğen,Haldun Boysan,Bilal Akif Yörük,1,25,2017,2017-05-19,90,0.0,0,0.5213,Comedy,Turkey,tr,"An epic Turkish racing saga that takes place in Adana. You will see a Tofaş take down a Ferrari. When tüp is there, nothing is impossible. You will laugh. You will cry. Welcome to the tüp saga.",FAST & TUBIOUS,608435,tt5671248
Naughty Grandma,Бабушка лёгкого поведения,Marius Weisberg,Aleksandr Revva,Natalya Ionova,Filipp Kirkorov,686410,6143216,2017,2017-08-17,81,5.1,43,0.4944,Comedy,Russia,ru,"A swindler on the lam uses his impersonating skills to pose as a grandmother in a nursing home, where his disguise complicates his love life.",,468987,tt6823698
La señora Haidi,La señora Haidi,,María Abadi,Guillermo Pfening,María Leal,1000000,8468,2017,2017-03-15,0,9.0,2,0.4646,Horror,Argentina,es,"One stormy night, a large house near a little-traveled road. Mrs. Haidi lives there with her dogs. An accident on the road, a couple: Pablo and Mara, looking for help. Between mistrust and courtesy, Mrs. Haidi assists the injured couple. Far from any possible help, with no cell phone signal and the phone lines interrupted, Pablo and Mara have no choice but to spend the night in the guest room. Everything seems to fit into normality and they only have to wait for the light of dawn to arrive, but in the solitude of the room Pablo and Mara reveal their secret.",,629380,
The Children of Genghis,Chingisiin huuhduud,Zolbayar Dorj,Brittany Belt,Ankhnyam Ragchaa,Batmend Baast,1200000,806000,2017,2017-06-30,101,5.0,1,0.4606,Adventure|Family,Mongolia,mn,"The town's best horse race trainer Bold, has many people gathered at his house for a special announcement. Bold begins to brag about his horses and skills and how no one in town is better than him. Bold begins to talk about his most prized horse, the brown steed that still has yet to find its rider. After hearing this the townspeople recommend Dambii's eldest son Dorj to be the rider. Upon hearing this Boldoo decides to ask Dambii's son Dorj to be the rider for his horse. Dambii lives with his wife, Dolgor and three sons, Dorj (12 yrs old), Byambaa (8 yrs old) Nanzaa (4 yrs old) in the vast countryside in Mongolia. All of Dambii's sons have a knack for the horse. When Bold recruites Dambii's eldest son his middle son Byambaa gets angry that he wasn't chosen to ride. When Byambaa gets angry that he wasn't chosen he storms off.",,479750,tt5858514
The Last Wulin,最后的武林,Chris Huo,Zi Wang,Yu Sichang,吴浚诚,500000,50000,2017,2017-02-14,73,0.0,0,0.4567,Comedy|Action,China,zh,"Thirty years ago, the court issued a ban on martial law. Therefore, Jing Zhengen, the world's first assassin, incarnated as a suspended sword, sneaked into the palace and made a bet with the emperor: if he could escape by himself, the emperor would let go of the world's warriors. After breaking through the encirclement by virtue of ""ten steps and one kill"", the emperor promised to concentrate all the world's warriors in Wulin Village, and from then on the court and Wulin did not interfere with each other. Jing Zhengen gave his only son Jingxi to his old friend, the world's first thousand old Ponzi, and then disappeared.",,1091404,
Football or Me,El fútbol o yo,Marcos Carnevale,Adrián Suar,Julieta Díaz,Federico D'Elía,1900000,6543075,2017,2017-08-10,100,5.363,40,0.4562,Comedy|Family|Romance,Argentina,es,A sports fan loses everything for being addicted to his team and soccer. He then starts a quest to find a cure and recover his wife's love.,,467634,tt4726988
Forbidden,غیرمجاز,Hossein Yektapanah,Milad Keymaram,Leila Zare,Yasaman Moavi,100000,1500000,2017,2017-11-01,90,0.0,0,0.4479,Drama,Iran,fa,A young girl escapes from her home and comes to Tehran to find her fiance but she has to face many unexpected difficulties and different challenges after meeting him.,,505399,tt8037658
Heartthrob,Heartthrob,Chris Sivertson,Aubrey Shea,Keir Gilchrist,Peter Facinelli,4000000,90000000,2017,2017-10-10,86,5.2,76,0.4261,Drama|Romance|Thriller,United States of America,en,"Sam Maddox, a troubled girl whose father committed suicide, has earned a reputation at her high school for being a bit promiscuous. When Sam begins seeing brilliant, MIT-bound Henry Sinclair, the two opposites really attract. Although Sam doesn't realize it, Henry is in the grip of an insane romantic obsession, and he will kill anyone who tries to put an end to his star-crossed - and increasingly deadly - romance.",,496230,tt5701718
Shob Bhooturey,Shob Bhooturey,Birsa Dasgupta,Abir Chatterjee,Sohini Sarkar,Ida Dasgupta,250000,225000,2017,2017-09-08,108,8.0,2,0.3871,Horror,India,bn,"Aniket (Abir) and the editor of his late father’s horror magazine, Kripadhar Babu (Supriyo), visit an eerie little village called Kushumpur with their mysterious companion Nandini (Sohini) to discover the sad truth about a haunted school there.",,495120,tt7791106
Valley of Bones,Valley of Bones,Dan Glaser,Autumn Reeser,Rhys Coiro,Steven Molony,3000000,168738,2017,2017-09-01,90,4.7,14,0.3512,Western|Crime|Thriller,United States of America,en,A paleontologist gets a tip from an oil worker in the Badlands that may set her career back on track.,Some things are better left buried.,432641,tt4180286
Attaly Battaly,عطالي بطالي,Ahmad Al Awadhi,Hasan Al Ballam,Ahmed Al-Aounan,Fahad Al Bannai,4000000,55000000,2017,2017-01-01,188,6.0,1,0.3387,Comedy,Kuwait,ar,"It highlights an issue that concerns the Kuwaiti society, and has its negative effects on all social segments, which is the issue of unemployment and tries to search for its causes, and also discusses other social and family issues in a comedic format, with light political touches.",,994849,tt34566924
Freaks & Errors: A Rare Collection,Freaks & Errors: A Rare Collection,Mark Cwiakala,Irwin Weinberg,Douglas Weisz,Jim Forte,100000,17,2017,2017-11-09,95,0.0,0,0.3166,Documentary,United States of America,en,"Obsession, love, money, and postage. Freaks and Errors: A Rare Collection, is the first, independent documentary film that reveals the rarely seen, expectedly eccentric and surprisingly large world of stamp collecting.",Philately will get you everywhere,503022,tt7616710
Mehrunisa V Lub U,Mehrunisa V Lub U,Yasir Nawaz,Danish Taimoor,Sana Javed,Qavi Khan,280000,1200000,2017,2017-07-13,133,10.0,1,0.3091,Comedy|Romance,Pakistan,ur,"light comedy depicting prevalent social evils, general apathy of people and resolve of some to fight improve the life and surrounding around them.",,463238,tt7063130
Havas,Havas,Mohammad Kharatzadeh,Mohammadreza Sharifinia,Sam Derakhshani,Leila Otadi,10000,100000,2017,2017-12-08,90,0.0,0,0.3072,Drama,Iran,en,"When you have confidence, love, sometimes love is a mystery among three people",Havas,495347,
A Horrible Woman,En frygtelig kvinde,Christian Tafdrup,Anders Juul,Amanda Collin,Rasmus Hammerich,4500000,1008,2017,2017-12-25,86,6.3,33,0.3034,Drama,Denmark,da,"When Rasmus meets Marie, he is certain that she is the love of his life. However, it doesn't take long before it turns out she is a possessive and manipulative being, that cunningly dissects Rasmus to pieces.",,480536,tt6286796
Baranda,বারান্দা,Reshmi Mitra,Bratya Basu,Rituparna Sengupta,Shaheb Bhattacherjee,135000,200000,2017,2017-12-07,132,9.0,1,0.3011,Drama,India,bn,Girija's insecurities take over his mind as he suspects that his partner Runu is falling in love with a paying guest.,,756033,tt14773954
Serial Rabbit V: The Epic Hunt,Serial Rabbit V: The Epic Hunt,Brett William Mauser,,,,12000,24000,2017,2017-12-28,113,8.0,1,0.2646,Comedy|Horror,United States of America,en,A serial killer in a bunny rabbit outfit wreaks havok on San Antonio and finds love in the process.,,528328,tt7938472
Jailbait,Em Chưa 18,Lê Thanh Sơn,Kaity Nguyễn,Kiều Minh Tuấn,Will,528,7436000,2017,2017-04-28,96,6.5,11,0.2599,Drama|Comedy,Vietnam,vi,A playboy's life changes after he meets and sleeps with a girl who hasn't turned 18 yet.,,464003,tt6416676
Hoher Einsatz,Hoher Einsatz,Thomas Blatt,Georg Rauber,Florian Wischenbart,Damian Stefanicki,800,100,2017,2017-02-28,26,0.0,0,0.2396,Thriller|Comedy|Drama,,de,"Two friends, impatient thugs and betting debts, the tobacco store at the corner; a toy gun. High stakes, if you ask me. Where's the coke, anyway?",Cigarettes have become so damn expensive...,1022968,
